sample_id	cluster_id	size	mean	std
PyClone_sim70	0	1	0.19668441642654924	0.11136423130392509
PyClone_sim70	1	1	0.2040450121939242	0.0763683082041538
PyClone_sim70	2	1	0.4583649957459865	0.185074565296518
PyClone_sim70	3	1	0.37564058296571473	0.16917956369362616
PyClone_sim70	4	1	0.39567161326941136	0.1657154258201982
PyClone_sim70	5	1	0.7341005842997272	0.21525061052613453
PyClone_sim70	6	1	0.2960702452907479	0.06749648537282377
PyClone_sim70	7	2	0.22562782424222738	0.04164050321497138
PyClone_sim70	8	3	0.1545236456527692	0.027907482721291517
PyClone_sim70	9	2	0.04356867378392639	0.03133143918039816
PyClone_sim70	10	1	0.5489437914841183	0.3222742619703147
PyClone_sim70	11	3	0.9778589545477019	0.020690229457270903
PyClone_sim70	12	1	0.6880937641137003	0.20973755960292031
PyClone_sim70	13	1	0.8303848392366132	0.08526572595466696
PyClone_sim70	14	1	0.7158136721173489	0.21236100787874523
PyClone_sim70	15	1	0.6535256746151225	0.2839139519715273
PyClone_sim70	16	1	0.6858393669812629	0.19467635277554685
PyClone_sim70	17	1	0.6074232769558959	0.22364891835379228
PyClone_sim70	18	1	0.6032413589814776	0.09965302316904129
PyClone_sim70	19	1	0.7083572372124514	0.10294248135366642
PyClone_sim70	20	1	0.6756477741488657	0.2533813460667547
PyClone_sim70	21	1	0.8224297309836538	0.09855259602373664
PyClone_sim70	22	1	0.6877670692405218	0.2599104199399066
PyClone_sim70	23	1	0.5865627319722047	0.07409132976575117
PyClone_sim70	24	1	0.4777582761663361	0.1290062706620952
PyClone_sim70	25	1	0.5066540456970265	0.0922136042293649
PyClone_sim70	26	1	0.6490549833157804	0.283944691978187
PyClone_sim70	27	1	0.41685204844497487	0.0792674650664263
PyClone_sim70	28	1	0.43308220374810186	0.06962075309126858
PyClone_sim70	29	2	0.09311070793829657	0.030903385594967525
PyClone_sim70	30	1	0.5567064102056469	0.18176098250887315
PyClone_sim70	31	1	0.23297488872318362	0.1344367304369416
PyClone_sim70	32	1	0.15986944575758427	0.09483976567636108
